order_id,customer_id,order_date,region,product_category,price,quantity,coupon_code,revenue,paid
403,210,6/11/2024,South,Home,120.32,2,SPRING20,240.64,TRUE
404,262,5/25/2024,South,Books,143.86,4,WELCOME10,575.44,TRUE
405,231,9/24/2024,West,Electronics,27.4,4,,109.6,TRUE
406,220,2/23/2024,West,Home,8.3,2,WELCOME10,16.6,TRUE
407,297,11/11/2024,North,Home,166.27,3,WELCOME10,498.81000000000006,TRUE
408,198,7/29/2024,West,Clothing,26.63,4,SPRING20,106.52,TRUE
409,6,1/12/2024,South,Clothing,43.29,4,WELCOME10,173.16,TRUE
410,8,12/29/2024,West,Books,76.49,2,,152.98,TRUE
411,294,12/5/2024,South,Clothing,9.69,3,,29.07,TRUE
412,34,1/1/2024,South,Books,77.7,2,WELCOME10,155.4,TRUE
413,28,8/9/2024,West,Electronics,121.26,2,WELCOME10,242.52,TRUE
414,180,12/7/2024,West,Home,9.28,4,,37.12,TRUE
415,78,4/1/2024,West,Books,77.86,2,WELCOME10,155.72,TRUE
416,31,9/11/2024,North,Home,115.63,1,,115.63,TRUE
417,175,3/25/2024,North,Electronics,6.66,3,WELCOME10,19.98,TRUE
418,10,8/15/2024,West,Clothing,48.94,2,,97.88,TRUE
419,260,5/13/2024,West,Electronics,28.63,2,,57.26,TRUE
420,228,5/19/2024,West,Home,38.78,3,,116.34,FALSE
421,81,3/10/2024,North,Home,49.39,3,,148.17000000000002,TRUE
422,285,9/22/2024,West,Home,75.64,3,WELCOME10,226.92,TRUE
423,166,6/23/2024,East,Electronics,194.92,2,,389.84,TRUE
424,53,11/26/2024,North,Electronics,102.15,2,WELCOME10,204.3,TRUE
425,64,8/9/2024,North,Clothing,140.74,1,WELCOME10,140.74,TRUE
426,124,6/9/2024,South,Books,172.55,2,WELCOME10,345.1,TRUE
427,222,2/12/2024,East,Clothing,101.92,3,,305.76,TRUE
428,147,11/15/2024,North,Home,90.94,3,,272.82,TRUE
429,158,5/31/2024,South,Clothing,40.04,2,WELCOME10,80.08,TRUE
430,40,3/4/2024,North,Clothing,33.67,4,,134.68,TRUE
431,285,3/4/2024,South,Books,19.86,4,,79.44,TRUE
432,55,6/8/2024,East,Clothing,160.48,4,,641.92,TRUE
433,30,10/1/2024,South,Home,124.5,2,,249,TRUE
434,184,6/17/2024,South,Electronics,11.13,2,,22.26,TRUE
435,146,9/18/2024,East,Clothing,57.72,3,,173.16,TRUE
436,72,4/22/2024,West,Home,196.26,3,WELCOME10,588.78,TRUE
437,92,4/14/2024,South,Clothing,107.14,4,,428.56,TRUE
438,185,12/4/2024,West,Electronics,21.18,3,WELCOME10,63.54,TRUE
439,52,6/17/2024,South,Electronics,42.4,3,SPRING20,127.2,TRUE
440,205,6/2/2024,West,Home,125,4,,500,TRUE
441,63,7/15/2024,North,Electronics,15.2,4,,60.8,TRUE
442,103,3/23/2024,South,Electronics,20.69,2,,41.38,FALSE
443,180,8/2/2024,North,Books,33.46,3,WELCOME10,100.38,TRUE
444,97,2/16/2024,East,Books,105.17,3,,315.51,TRUE
445,31,1/14/2024,South,Electronics,106.05,4,WELCOME10,424.2,TRUE
446,151,1/22/2024,North,Clothing,179.58,3,,538.74,TRUE
447,262,3/21/2024,South,Clothing,13.17,4,,52.68,TRUE
448,96,9/3/2024,North,Electronics,66.5,3,,199.5,TRUE
449,205,4/4/2024,West,Home,14.49,1,SPRING20,14.49,TRUE
450,117,4/22/2024,North,Books,108.75,2,,217.5,TRUE
451,23,11/1/2024,West,Home,100.4,1,,100.4,TRUE
452,222,2/21/2024,East,Electronics,28.38,3,SPRING20,85.14,TRUE
453,286,5/22/2024,North,Electronics,64.3,4,SPRING20,257.2,TRUE
454,19,6/7/2024,North,Books,145.61,1,SPRING20,145.61,TRUE
455,53,1/11/2024,South,Books,113.56,3,WELCOME10,340.68,TRUE
456,123,9/17/2024,North,Books,46.1,1,WELCOME10,46.1,TRUE
457,32,7/1/2024,South,Books,185.99,1,,185.99,TRUE
458,227,11/11/2024,South,Electronics,29.75,4,,119,TRUE
459,222,4/8/2024,West,Clothing,50.14,3,SPRING20,150.42000000000002,TRUE
460,174,10/24/2024,North,Electronics,36.72,4,,146.88,TRUE
461,236,2/5/2024,East,Books,92.78,1,,92.78,TRUE
462,272,4/24/2024,West,Home,576.59,4,SPRING20,2306.36,TRUE
463,200,7/3/2024,East,Electronics,191.95,3,,575.8499999999999,FALSE
464,177,5/21/2024,South,Electronics,25.79,2,SPRING20,51.58,TRUE
465,212,9/7/2024,South,Clothing,218.92,1,,218.92,TRUE
466,284,9/24/2024,North,Clothing,261.85,1,WELCOME10,261.85,TRUE
467,148,11/18/2024,East,Books,73.83,3,,221.49,TRUE
468,80,5/29/2024,East,Electronics,122.98,3,,368.94,TRUE
469,215,3/22/2024,East,Clothing,255.38,4,,1021.52,TRUE
470,12,5/2/2024,West,Clothing,24.18,3,WELCOME10,72.53999999999999,TRUE
471,230,4/4/2024,West,Home,34.26,3,,102.78,TRUE
472,94,7/8/2024,West,Electronics,130.09,4,,520.36,TRUE
473,272,3/26/2024,South,Books,106.28,2,,212.56,TRUE
474,180,8/31/2024,West,Electronics,9.04,1,SPRING20,9.04,TRUE
475,46,3/1/2024,West,Books,50.29,1,SPRING20,50.29,TRUE
476,151,8/15/2024,South,Books,167.74,3,WELCOME10,503.22,TRUE
477,110,8/31/2024,North,Clothing,146.64,1,WELCOME10,146.64,TRUE
478,104,12/20/2024,East,Home,216.39,4,,865.56,TRUE
479,169,12/13/2024,West,Electronics,148.68,1,SPRING20,148.68,TRUE
480,173,7/21/2024,North,Electronics,180.63,2,,361.26,TRUE
481,274,5/16/2024,East,Clothing,158.62,4,,634.48,TRUE
482,89,7/22/2024,West,Electronics,21.66,2,WELCOME10,43.32,TRUE
483,231,7/28/2024,South,Books,65.51,3,,196.53000000000003,TRUE
484,241,6/4/2024,South,Books,47.99,1,WELCOME10,47.99,TRUE
485,83,6/13/2024,West,Electronics,85.2,4,,340.8,TRUE
486,15,4/2/2024,East,Electronics,52.35,2,SPRING20,104.7,TRUE
487,165,3/25/2024,South,Electronics,39.86,4,,159.44,TRUE
488,27,10/26/2024,South,Home,55.8,2,,111.6,TRUE
489,23,8/15/2024,South,Clothing,143.55,4,SPRING20,574.2,TRUE
490,291,9/21/2024,East,Home,71.16,2,,142.32,TRUE
491,22,7/2/2024,East,Books,195.74,4,,782.96,TRUE
492,197,5/25/2024,South,Clothing,19.63,2,,39.26,TRUE
493,177,4/20/2024,South,Home,121.13,2,SPRING20,242.26,TRUE
494,119,3/1/2024,South,Clothing,29.41,1,WELCOME10,29.41,TRUE
495,147,6/9/2024,West,Books,44.15,2,WELCOME10,88.3,TRUE
496,140,12/20/2024,North,Home,20.7,4,,82.8,FALSE
497,140,12/5/2024,North,Books,166.95,1,,166.95,TRUE
498,69,6/4/2024,North,Books,154.08,3,WELCOME10,462.24,TRUE
499,174,2/20/2024,East,Home,17.58,2,,35.16,FALSE
500,193,12/2/2024,West,Electronics,50.09,3,,150.27,TRUE
501,90,8/7/2024,East,Clothing,155.58,2,,311.16,TRUE
502,41,10/9/2024,West,Books,18.19,4,,72.76,TRUE
503,264,2/7/2024,South,Home,57.96,3,,173.88,TRUE
504,264,7/3/2024,North,Home,54.92,3,,164.76,TRUE
505,247,6/17/2024,West,Clothing,53.14,3,,159.42000000000002,TRUE
506,290,6/15/2024,North,Electronics,193.69,4,,774.76,TRUE
507,59,5/27/2024,East,Electronics,153.22,2,WELCOME10,306.44,TRUE
508,264,10/27/2024,East,Clothing,19.74,4,,78.96,TRUE
509,163,5/28/2024,South,Electronics,63.68,3,,191.04,TRUE
510,133,3/4/2024,West,Electronics,96.37,1,,96.37,TRUE
511,119,5/29/2024,South,Books,210.96,1,,210.96,TRUE
512,179,11/17/2024,South,Books,185.51,1,,185.51,TRUE
513,77,8/8/2024,South,Clothing,46.67,2,,93.34,TRUE
514,255,5/26/2024,West,Home,32.73,4,,130.92,TRUE
515,115,3/9/2024,South,Clothing,70.29,3,,210.87,TRUE
516,93,5/5/2024,South,Electronics,37.52,1,WELCOME10,37.52,TRUE
517,221,11/30/2024,South,Electronics,117.79,3,,353.37,TRUE
518,240,2/29/2024,South,Books,89.16,1,,89.16,TRUE
519,154,7/3/2024,South,Home,22.07,3,,66.21000000000001,TRUE
520,248,10/27/2024,North,Books,34.35,3,,103.05,FALSE
521,2,10/22/2024,South,Books,64.79,1,WELCOME10,64.79,FALSE
522,270,9/11/2024,South,Clothing,137.39,1,,137.39,TRUE
523,117,8/26/2024,North,Electronics,10.34,1,SPRING20,10.34,TRUE
524,39,3/2/2024,North,Clothing,9.64,3,,28.92,TRUE
525,214,10/15/2024,East,Electronics,9.33,2,WELCOME10,18.66,TRUE
526,167,11/19/2024,West,Clothing,38.81,4,,155.24,TRUE
527,162,11/5/2024,South,Clothing,25.41,1,WELCOME10,25.41,TRUE
528,258,7/9/2024,South,Clothing,25.6,3,,76.80000000000001,TRUE
529,246,11/27/2024,West,Home,51.16,3,SPRING20,153.48,TRUE
530,114,5/16/2024,West,Home,102.08,4,,408.32,TRUE
531,115,10/17/2024,South,Home,52.02,3,,156.06,TRUE
532,295,2/3/2024,North,Home,11.26,4,,45.04,TRUE
533,29,8/8/2024,West,Home,13.53,1,,13.53,TRUE
534,204,1/26/2024,West,Electronics,43.93,3,,131.79,TRUE
535,115,3/8/2024,South,Home,58.04,3,WELCOME10,174.12,TRUE
536,32,1/2/2024,East,Books,76.73,2,,153.46,TRUE
537,180,8/27/2024,East,Home,107.34,4,,429.36,TRUE
538,67,12/11/2024,North,Books,15.11,2,,30.22,TRUE
539,262,10/10/2024,North,Clothing,17.02,1,,17.02,TRUE
540,1,5/1/2024,North,Home,48.76,1,WELCOME10,48.76,TRUE
541,281,9/9/2024,North,Electronics,116.08,3,,348.24,TRUE
542,145,11/29/2024,North,Home,59.14,1,,59.14,TRUE
543,225,9/23/2024,West,Home,158.05,3,,474.15,TRUE
544,298,5/24/2024,North,Books,6.95,1,SPRING20,6.95,FALSE
545,153,3/20/2024,East,Home,12.58,2,WELCOME10,25.16,TRUE
546,278,11/28/2024,West,Home,17.16,1,,17.16,TRUE
547,47,8/13/2024,East,Clothing,277.53,4,SPRING20,1110.12,TRUE
548,292,5/8/2024,North,Clothing,70.85,4,,283.4,TRUE
549,69,6/7/2024,West,Home,39.63,2,SPRING20,79.26,TRUE
550,33,9/16/2024,West,Electronics,126.41,2,,252.82,TRUE
551,250,7/11/2024,North,Electronics,58.98,1,,58.98,TRUE
552,46,10/21/2024,West,Home,108.99,3,WELCOME10,326.97,TRUE
553,58,5/2/2024,South,Books,64.24,4,WELCOME10,256.96,FALSE
554,154,3/8/2024,North,Clothing,113.35,4,,453.4,TRUE
555,289,6/7/2024,East,Clothing,62.74,2,SPRING20,125.48,TRUE
556,34,10/4/2024,West,Home,51.32,3,,153.96,TRUE
557,135,1/27/2024,East,Clothing,36.91,3,,110.73,FALSE
558,194,12/17/2024,East,Clothing,12.27,2,,24.54,TRUE
559,32,1/11/2024,West,Books,257,3,,771,TRUE
560,252,11/21/2024,East,Electronics,24.77,4,,99.08,TRUE
561,142,2/6/2024,West,Electronics,30,2,,60,TRUE
562,128,5/17/2024,West,Books,762.13,3,,2286.39,TRUE
563,144,8/26/2024,North,Clothing,94.1,3,,282.29999999999995,TRUE
564,286,8/19/2024,South,Clothing,175.66,1,WELCOME10,175.66,TRUE
565,67,2/25/2024,North,Clothing,14.28,2,,28.56,TRUE
566,240,4/19/2024,South,Electronics,6.47,1,,6.47,TRUE
567,62,3/10/2024,South,Electronics,29.18,3,,87.53999999999999,TRUE
568,212,9/23/2024,West,Clothing,125.51,4,SPRING20,502.04,FALSE
569,97,9/1/2024,East,Books,31.65,1,,31.65,TRUE
570,59,9/16/2024,South,Electronics,63.5,1,SPRING20,63.5,TRUE
571,233,2/9/2024,North,Books,196.36,1,,196.36,TRUE
572,287,2/7/2024,North,Home,122.25,1,WELCOME10,122.25,TRUE
573,186,5/24/2024,East,Books,183.53,4,WELCOME10,734.12,TRUE
574,97,10/8/2024,East,Home,19.99,2,WELCOME10,39.98,TRUE
575,298,8/23/2024,West,Books,80.05,2,WELCOME10,160.1,TRUE
576,277,10/29/2024,North,Home,37.88,3,,113.64,TRUE
577,41,5/8/2024,North,Electronics,36.25,3,SPRING20,108.75,TRUE
578,111,2/25/2024,West,Clothing,5.09,4,,20.36,TRUE
579,133,11/7/2024,South,Home,10.49,3,,31.47,TRUE
580,266,6/29/2024,West,Books,41.88,2,SPRING20,83.76,TRUE
581,125,7/25/2024,West,Clothing,103.2,2,,206.4,TRUE
582,219,8/13/2024,East,Electronics,20.58,3,,61.74,TRUE
583,75,8/26/2024,South,Electronics,179.84,4,,719.36,TRUE
584,150,11/5/2024,West,Electronics,157.45,2,WELCOME10,314.9,TRUE
585,247,9/9/2024,East,Home,60.55,4,WELCOME10,242.2,TRUE
586,167,1/1/2024,North,Books,133.21,1,,133.21,TRUE
587,294,5/22/2024,North,Books,42.71,1,WELCOME10,42.71,TRUE
588,44,9/11/2024,West,Home,99.9,2,,199.8,TRUE
589,104,11/12/2024,West,Clothing,205.12,2,,410.24,TRUE
590,34,11/18/2024,West,Books,26.04,3,WELCOME10,78.12,TRUE
591,96,4/9/2024,West,Books,34.18,4,,136.72,TRUE
592,200,12/17/2024,South,Books,65.5,4,WELCOME10,262,TRUE
593,70,10/22/2024,South,Electronics,122.76,2,,245.52,TRUE
594,199,3/12/2024,North,Home,38.32,2,,76.64,FALSE
595,24,9/20/2024,North,Clothing,29.12,2,,58.24,TRUE
596,215,5/24/2024,East,Books,54.29,3,,162.87,TRUE
597,107,7/8/2024,North,Clothing,406.84,3,,1220.52,TRUE
598,40,3/10/2024,East,Electronics,73.81,3,SPRING20,221.43,TRUE
599,32,6/27/2024,South,Clothing,77.39,2,,154.78,TRUE
600,294,2/28/2024,West,Electronics,48.34,3,WELCOME10,145.02,TRUE
601,39,4/25/2024,North,Clothing,32.82,1,,32.82,TRUE
602,185,12/26/2024,North,Books,19.68,2,WELCOME10,39.36,TRUE
603,67,3/18/2024,South,Electronics,50.64,1,SPRING20,50.64,TRUE
604,267,8/17/2024,West,Home,20.54,2,,41.08,TRUE
605,17,1/12/2024,West,Home,173.68,2,,347.36,TRUE
606,287,3/20/2024,West,Home,241.98,3,,725.9399999999999,TRUE
607,188,8/11/2024,East,Books,42.83,4,,171.32,TRUE
608,54,4/20/2024,North,Clothing,20.06,2,WELCOME10,40.12,TRUE
609,122,9/19/2024,West,Books,69.25,2,SPRING20,138.5,TRUE
610,241,4/16/2024,South,Clothing,112.9,2,SPRING20,225.8,TRUE
611,244,7/16/2024,East,Home,31.45,3,,94.35,TRUE
612,175,9/7/2024,West,Books,74.58,3,WELCOME10,223.74,TRUE
613,156,8/1/2024,West,Electronics,7.13,1,,7.13,TRUE
614,162,12/29/2024,North,Books,41.21,4,,164.84,TRUE
615,69,6/21/2024,East,Home,54.69,2,,109.38,TRUE
616,40,7/17/2024,East,Clothing,80.05,1,SPRING20,80.05,TRUE
617,34,11/24/2024,West,Books,9.68,3,,29.04,TRUE
618,271,12/4/2024,South,Clothing,33.84,1,WELCOME10,33.84,TRUE
619,78,9/20/2024,East,Electronics,144.44,3,SPRING20,433.32,TRUE
620,62,12/4/2024,East,Books,146.62,1,,146.62,TRUE
621,37,3/14/2024,West,Books,18.9,2,,37.8,TRUE
622,269,10/29/2024,West,Home,237.26,3,,711.78,TRUE
623,283,7/31/2024,East,Home,107.54,1,,107.54,TRUE
624,251,12/19/2024,South,Home,69.96,1,,69.96,TRUE
625,13,4/29/2024,North,Books,141.33,2,SPRING20,282.66,FALSE
626,234,3/29/2024,East,Books,8.41,1,,8.41,TRUE
627,282,7/23/2024,North,Clothing,37.66,2,WELCOME10,75.32,TRUE
628,230,9/6/2024,East,Books,117.07,4,SPRING20,468.28,TRUE
629,170,10/28/2024,East,Home,208.66,1,,208.66,TRUE
630,108,6/13/2024,East,Clothing,63.91,1,SPRING20,63.91,TRUE
631,56,10/20/2024,West,Electronics,5.55,2,,11.1,TRUE
632,56,2/13/2024,North,Electronics,107.35,2,,214.7,TRUE
633,144,7/5/2024,North,Home,210.08,4,,840.32,TRUE
634,297,4/28/2024,West,Clothing,151.28,1,WELCOME10,151.28,TRUE
635,71,9/14/2024,East,Electronics,30.78,1,,30.78,TRUE
636,179,12/5/2024,East,Electronics,5.85,3,,17.549999999999997,TRUE
637,161,6/6/2024,South,Books,49.32,1,,49.32,TRUE
638,219,2/18/2024,North,Clothing,95.4,3,WELCOME10,286.20000000000005,TRUE
639,277,7/2/2024,North,Home,54.9,4,,219.6,TRUE
640,39,2/15/2024,West,Electronics,149.56,1,SPRING20,149.56,TRUE
641,209,1/9/2024,South,Electronics,314.32,4,WELCOME10,1257.28,TRUE
642,90,10/17/2024,South,Clothing,167.1,4,,668.4,TRUE
643,276,1/30/2024,West,Clothing,36.82,1,,36.82,TRUE
644,65,9/13/2024,North,Books,62.21,3,,186.63,TRUE
645,43,7/26/2024,East,Clothing,41.25,3,,123.75,TRUE
646,98,10/2/2024,East,Home,45.26,2,,90.52,FALSE
647,2,9/17/2024,West,Clothing,125.06,4,,500.24,TRUE
648,90,11/23/2024,South,Electronics,68.12,4,,272.48,TRUE
649,39,10/23/2024,East,Books,35.2,3,,105.6,TRUE
650,19,12/11/2024,South,Home,192.63,3,,577.89,TRUE
651,296,10/15/2024,South,Clothing,46.5,2,,93,TRUE
652,128,3/11/2024,East,Clothing,137.38,4,SPRING20,549.52,TRUE
653,272,12/18/2024,West,Electronics,74.6,4,,298.4,FALSE
654,294,9/20/2024,West,Home,437.51,3,SPRING20,1312.53,TRUE
655,165,9/1/2024,South,Electronics,51.67,4,,206.68,TRUE
656,128,2/8/2024,East,Books,61.13,1,,61.13,TRUE
657,239,7/28/2024,South,Electronics,20.37,3,SPRING20,61.11,TRUE
658,258,6/6/2024,North,Books,64.24,4,,256.96,TRUE
659,33,8/18/2024,East,Clothing,78.69,1,,78.69,TRUE
660,159,1/4/2024,West,Home,96.6,4,WELCOME10,386.4,TRUE
661,8,6/27/2024,South,Clothing,49.21,3,WELCOME10,147.63,TRUE
662,113,4/1/2024,East,Electronics,31.54,1,WELCOME10,31.54,TRUE
663,51,6/26/2024,West,Home,16.89,2,,33.78,TRUE
664,179,12/29/2024,West,Electronics,243.86,3,WELCOME10,731.58,TRUE
665,161,2/12/2024,South,Home,36.09,1,,36.09,TRUE
666,198,3/11/2024,South,Home,6.93,3,,20.79,TRUE
667,2,1/9/2024,East,Clothing,16.34,2,WELCOME10,32.68,TRUE
668,98,6/8/2024,North,Electronics,17.19,4,,68.76,TRUE
669,180,1/26/2024,West,Clothing,28.28,2,,56.56,TRUE
670,31,8/13/2024,West,Home,53.53,3,,160.59,TRUE
671,83,12/30/2024,West,Home,253.09,2,,506.18,TRUE
672,178,11/22/2024,South,Home,60.09,1,SPRING20,60.09,TRUE
673,224,9/18/2024,East,Books,10.9,1,,10.9,TRUE
674,254,4/26/2024,South,Clothing,26.94,3,,80.82000000000001,TRUE
675,19,4/11/2024,West,Books,54.19,2,SPRING20,108.38,TRUE
676,175,4/4/2024,West,Clothing,132.17,2,WELCOME10,264.34,TRUE
677,173,1/25/2024,East,Home,31.54,1,,31.54,TRUE
678,220,6/23/2024,South,Home,46.23,1,,46.23,TRUE
679,138,1/21/2024,South,Home,18.08,2,SPRING20,36.16,TRUE
680,78,1/23/2024,North,Home,30.24,1,,30.24,TRUE
681,152,5/8/2024,West,Books,106.75,4,,427,TRUE
682,96,1/23/2024,East,Home,16.22,3,,48.66,TRUE
683,244,6/4/2024,South,Home,59.17,4,SPRING20,236.68,TRUE
684,188,8/17/2024,South,Books,156.32,3,,468.96,TRUE
685,230,10/8/2024,East,Books,115.76,3,,347.28000000000003,TRUE
686,126,4/22/2024,North,Electronics,142.41,3,,427.23,TRUE
687,65,3/5/2024,West,Electronics,50.33,3,WELCOME10,150.99,TRUE
688,130,2/15/2024,South,Clothing,342.33,4,,1369.32,TRUE
689,85,2/8/2024,North,Clothing,42.89,1,,42.89,TRUE
690,234,7/4/2024,West,Clothing,164.26,1,,164.26,TRUE
691,69,2/22/2024,East,Electronics,47.82,3,,143.46,TRUE
692,55,11/4/2024,South,Home,195.65,2,,391.3,TRUE
693,26,10/15/2024,South,Home,175.35,1,,175.35,TRUE
694,251,7/26/2024,North,Electronics,29.86,2,WELCOME10,59.72,TRUE
695,57,6/10/2024,East,Electronics,130.06,1,,130.06,TRUE
696,93,2/23/2024,West,Clothing,304.79,4,,1219.16,TRUE
697,265,5/20/2024,North,Home,180.38,3,WELCOME10,541.14,TRUE
698,175,12/2/2024,West,Home,33.95,4,,135.8,TRUE
699,12,4/28/2024,West,Books,152.29,4,,609.16,TRUE
700,137,4/6/2024,South,Books,31.76,3,,95.28,TRUE
701,152,2/3/2024,West,Electronics,58.02,2,,116.04,TRUE
702,218,11/3/2024,East,Home,10.94,2,,21.88,TRUE
703,211,7/2/2024,South,Home,16.26,4,,65.04,TRUE
704,6,2/24/2024,West,Electronics,158.95,3,,476.85,TRUE
705,171,4/15/2024,North,Home,112.67,3,,338.01,TRUE
706,22,9/25/2024,South,Home,49.32,3,WELCOME10,147.96,TRUE
707,118,12/7/2024,East,Books,140.57,2,WELCOME10,281.14,TRUE
708,74,9/23/2024,East,Home,52.34,2,,104.68,TRUE
709,147,3/22/2024,West,Home,63.22,1,,63.22,TRUE
710,152,3/19/2024,North,Electronics,7.39,3,,22.17,TRUE
711,46,9/11/2024,East,Books,111.93,1,,111.93,TRUE
712,53,12/6/2024,East,Books,132.1,4,,528.4,FALSE
713,183,1/30/2024,South,Home,145.3,1,,145.3,TRUE
714,169,9/25/2024,East,Home,28.94,4,,115.76,TRUE
715,242,3/4/2024,South,Home,176.79,4,WELCOME10,707.16,TRUE
716,279,5/15/2024,South,Electronics,59.68,4,,238.72,TRUE
717,3,3/11/2024,South,Books,93.66,2,,187.32,TRUE
718,215,12/4/2024,West,Books,109.22,3,,327.66,TRUE
719,258,11/15/2024,East,Electronics,19.27,4,SPRING20,77.08,TRUE
720,73,3/5/2024,West,Clothing,6.8,2,,13.6,TRUE
721,216,8/22/2024,East,Books,87.61,3,WELCOME10,262.83,TRUE
722,78,11/21/2024,South,Home,28.08,3,WELCOME10,84.24,TRUE
723,49,4/26/2024,East,Electronics,101.23,1,,101.23,TRUE
724,257,12/10/2024,South,Books,206.38,4,,825.52,TRUE
725,43,9/27/2024,South,Clothing,126.31,1,WELCOME10,126.31,TRUE
726,296,7/6/2024,North,Books,45.62,4,,182.48,FALSE
727,4,12/24/2024,North,Clothing,25.97,1,,25.97,TRUE
728,54,8/22/2024,West,Books,57.63,2,,115.26,TRUE
729,188,2/3/2024,North,Clothing,23.16,2,,46.32,TRUE
730,92,10/7/2024,West,Electronics,6.42,4,SPRING20,25.68,TRUE
731,262,1/4/2024,South,Electronics,30.34,2,,60.68,TRUE
732,27,10/24/2024,North,Home,350.34,1,,350.34,TRUE
733,32,12/25/2024,West,Books,25.14,2,,50.28,TRUE
734,12,6/30/2024,South,Home,130.03,4,,520.12,TRUE
735,183,12/24/2024,South,Home,187.25,4,,749,TRUE
736,130,12/27/2024,North,Home,15.26,3,,45.78,TRUE
737,14,4/6/2024,South,Books,62.76,4,,251.04,TRUE
738,60,12/13/2024,East,Clothing,35.96,3,SPRING20,107.88,TRUE
739,210,12/13/2024,East,Books,10.06,4,WELCOME10,40.24,TRUE
740,137,3/23/2024,East,Electronics,94.3,3,WELCOME10,282.9,TRUE
741,39,4/28/2024,East,Electronics,148.2,2,SPRING20,296.4,TRUE
742,6,6/13/2024,North,Home,83.79,2,,167.58,TRUE
743,85,12/30/2024,West,Clothing,9.3,2,WELCOME10,18.6,TRUE
744,188,9/19/2024,South,Home,7.61,3,,22.83,TRUE
745,32,4/25/2024,West,Home,42.74,2,,85.48,TRUE
746,8,6/15/2024,North,Clothing,27.86,3,WELCOME10,83.58,TRUE
747,236,8/28/2024,South,Books,71.29,3,,213.87,TRUE
748,161,8/14/2024,East,Electronics,138.76,3,WELCOME10,416.28,FALSE
749,38,6/8/2024,North,Books,38.12,3,,114.36,TRUE
750,176,3/3/2024,East,Clothing,49.24,3,,147.72,TRUE
751,272,10/30/2024,South,Home,53.36,1,,53.36,TRUE
752,53,2/4/2024,East,Electronics,35.16,3,WELCOME10,105.48,TRUE
753,198,11/23/2024,North,Clothing,22.57,2,WELCOME10,45.14,TRUE
754,29,2/12/2024,South,Clothing,74.8,2,,149.6,TRUE
755,276,3/31/2024,East,Home,243.12,1,,243.12,TRUE
756,274,6/27/2024,East,Home,9.45,3,,28.35,TRUE
757,262,10/5/2024,West,Home,6.07,1,,6.07,TRUE
758,238,1/3/2024,East,Home,111.16,2,,222.32,TRUE
759,208,12/27/2024,North,Books,32.12,4,WELCOME10,128.48,TRUE
760,255,5/8/2024,South,Electronics,44.23,3,,132.69,FALSE
761,146,4/2/2024,South,Electronics,205.75,1,,205.75,TRUE
762,210,12/25/2024,West,Electronics,58.8,1,,58.8,TRUE
763,8,9/18/2024,North,Home,45.17,3,WELCOME10,135.51,TRUE
764,18,7/19/2024,East,Books,44.95,1,SPRING20,44.95,TRUE
765,243,1/10/2024,North,Books,19.53,1,SPRING20,19.53,TRUE
766,87,12/16/2024,South,Electronics,44.55,4,,178.2,TRUE
767,8,12/19/2024,West,Books,14.94,1,,14.94,TRUE
768,286,1/12/2024,North,Home,61.67,4,WELCOME10,246.68,TRUE
769,184,4/8/2024,North,Home,67.03,1,SPRING20,67.03,TRUE
770,285,10/23/2024,North,Electronics,67.27,1,WELCOME10,67.27,TRUE
771,44,11/28/2024,North,Home,153.6,4,,614.4,TRUE
772,56,3/28/2024,West,Books,82.6,3,,247.8,TRUE
773,233,7/8/2024,North,Home,165.53,4,WELCOME10,662.12,TRUE
774,262,12/26/2024,South,Home,20.07,1,,20.07,TRUE
775,192,5/10/2024,West,Books,35.87,4,,143.48,TRUE
776,181,12/4/2024,West,Clothing,22.8,1,,22.8,TRUE
777,106,8/9/2024,North,Books,72.79,3,WELCOME10,218.37,TRUE
778,227,8/21/2024,East,Books,152.33,3,WELCOME10,456.99,TRUE
779,166,8/14/2024,West,Electronics,15.78,2,SPRING20,31.56,TRUE
780,261,10/30/2024,North,Home,89.4,2,,178.8,TRUE
781,140,1/30/2024,West,Clothing,76.7,4,,306.8,FALSE
782,30,5/2/2024,West,Electronics,413.19,3,,1239.57,TRUE
783,179,12/17/2024,West,Electronics,5.08,1,WELCOME10,5.08,TRUE
784,233,3/21/2024,North,Electronics,197.28,3,WELCOME10,591.84,TRUE
785,180,5/7/2024,South,Home,50.88,1,,50.88,TRUE
786,171,5/9/2024,North,Home,282.29,2,SPRING20,564.58,TRUE
787,126,11/27/2024,West,Books,28,3,WELCOME10,84,TRUE
788,90,1/2/2024,South,Home,653.05,1,,653.05,TRUE
789,44,6/29/2024,West,Books,17.79,1,,17.79,TRUE
790,255,4/23/2024,West,Books,133.81,4,,535.24,TRUE
791,105,11/16/2024,West,Clothing,17.84,3,,53.52,TRUE
792,96,7/22/2024,East,Books,140.9,2,WELCOME10,281.8,TRUE
793,285,7/25/2024,South,Home,55.91,1,,55.91,TRUE
794,65,12/29/2024,South,Clothing,161.61,4,,646.44,TRUE
795,115,7/9/2024,North,Books,90.76,4,,363.04,TRUE
796,215,3/17/2024,North,Books,58.43,3,WELCOME10,175.29,TRUE
797,255,2/18/2024,West,Electronics,94.6,1,,94.6,TRUE
798,128,2/6/2024,North,Home,18.53,1,WELCOME10,18.53,TRUE
799,11,2/19/2024,West,Home,120.06,3,,360.18,TRUE
